Orchard,Date,NECB_increment_gC_m2,Increment_type,Cumulative_NECB_gC_m2
LD,2024-06-08,0.805130133407343,Daily NEE,-99.39079501966104
LD,2024-06-09,-0.905048163959818,Daily NEE,-100.29584318362086
LD,2024-06-10,-3.4850076292839196,Daily NEE,-103.78085081290477
LD,2024-06-11,-3.2319281202240995,Daily NEE,-107.01277893312887
LD,2024-06-12,-4.321056177672589,Daily NEE,-111.33383511080146
LD,2024-06-13,-4.5039253567833795,Daily NEE,-115.83776046758484
LD,2024-06-14,-5.23447702232343,Daily NEE,-121.07223748990828
LD,2024-06-15,-3.6543027761200504,Daily NEE,-124.72654026602832
LD,2024-06-16,-4.103994938678069,Daily NEE,-128.8305352047064
LD,2024-06-17,-4.8918463466399995,Daily NEE,-133.7223815513464
LD,2024-06-18,-5.354957026304559,Daily NEE,-139.07733857765095
LD,2024-06-19,-2.9540354173199996,Daily NEE,-142.03137399497095
LD,2024-06-20,-1.62768560461283,Daily NEE,-143.65905959958377
LD,2024-06-21,-3.6644184860450397,Daily NEE,-147.3234780856288
LD,2024-06-22,2.15865106694957,Daily NEE,-145.16482701867923
LD,2024-06-23,2.61335523180596,Daily NEE,-142.55147178687326
LD,2024-06-24,-3.49571526018351,Daily NEE,-146.04718704705678
LD,2024-06-25,-1.1747850106982802,Daily NEE,-147.22197205775507
LD,2024-06-26,0.9735708115963589,Daily NEE,-146.24840124615872
LD,2024-06-27,-4.36731241103335,Daily NEE,-150.61571365719206
LD,2024-06-28,-0.888642638157324,Daily NEE,-151.5043562953494
LD,2024-06-29,-0.209101566425173,Daily NEE,-151.71345786177457
LD,2024-06-30,-4.90033066311864,Daily NEE,-156.6137885248932
LD,2024-07-01,-5.65582809866634,Daily NEE,-162.26961662355956
LD,2024-07-02,-0.13968376154415799,Daily NEE,-162.4093003851037
LD,2024-07-03,-1.29926116668204,Daily NEE,-163.70856155178575
LD,2024-07-04,-4.896290777723561,Daily NEE,-168.6048523295093
LD,2024-07-05,-4.520878052269289,Daily NEE,-173.1257303817786
LD,2024-07-06,-3.3631469383731796,Daily NEE,-176.48887732015177
LD,2024-07-07,-3.36118696734764,Daily NEE,-179.8500642874994
LD,2024-07-08,-2.70841619174274,Daily NEE,-182.55848047924215
LD,2024-07-09,-3.0600621631531495,Daily NEE,-185.6185426423953
LD,2024-07-10,-3.15106738976335,Daily NEE,-188.76961003215865
LD,2024-07-11,-5.33814056388485,Daily NEE,-194.1077505960435
LD,2024-07-12,-3.40094343902631,Daily NEE,-197.50869403506982
LD,2024-07-13,-5.243318098893931,Daily NEE,-202.75201213396375
LD,2024-07-14,-1.92428068428229,Daily NEE,-204.67629281824603
LD,2024-07-15,-2.91496415185432,Daily NEE,-207.59125697010035
LD,2024-07-16,0.5298899529974751,Daily NEE,-207.06136701710287
LD,2024-07-17,-7.427401843100949,Daily NEE,-214.4887688602038
LD,2024-07-18,-3.7759054937605994,Daily NEE,-218.2646743539644
LD,2024-07-19,-4.120810131490759,Daily NEE,-222.38548448545518
LD,2024-07-20,-3.287722661227591,Daily NEE,-225.67320714668278
LD,2024-07-21,-4.46256151565686,Daily NEE,-230.13576866233964
LD,2024-07-22,-5.714540637980339,Daily NEE,-235.85030930032
LD,2024-07-23,-3.77518718990365,Daily NEE,-239.62549649022364
LD,2024-07-24,-3.10937041372279,Daily NEE,-242.73486690394643
LD,2024-07-25,-5.7281581356255495,Daily NEE,-248.463025039572
LD,2024-07-26,-3.97614683146591,Daily NEE,-252.4391718710379
LD,2024-07-27,-3.8367958378868696,Daily NEE,-256.2759677089248
LD,2024-07-28,-4.558983871211999,Daily NEE,-260.83495158013676
LD,2024-07-29,-1.4200713067822999,Daily NEE,-262.25502288691905
LD,2024-07-30,-2.80475930161899,Daily NEE,-265.05978218853807
LD,2024-07-31,-2.29135135935464,Daily NEE,-267.3511335478927
LD,2024-08-01,-1.8777927927226497,Daily NEE,-269.2289263406153
LD,2024-08-02,-1.0160987065308,Daily NEE,-270.2450250471461
LD,2024-08-03,-3.6883072951664406,Daily NEE,-273.93333234231255
LD,2024-08-04,-4.56246262464995,Daily NEE,-278.4957949669625
LD,2024-08-05,-0.44307339687005004,Daily NEE,-278.9388683638325
LD,2024-08-06,-1.7274751188525999,Daily NEE,-280.66634348268514
LD,2024-08-07,-5.46006295885906,Daily NEE,-286.1264064415442
LD,2024-08-08,-5.246208811701721,Daily NEE,-291.3726152532459
LD,2024-08-09,-3.9062620347643495,Daily NEE,-295.2788772880102
LD,2024-08-10,-4.6074546471527285,Daily NEE,-299.88633193516296
LD,2024-08-11,-4.90083631963298,Daily NEE,-304.7871682547959
LD,2024-08-12,-5.80105564847282,Daily NEE,-310.5882239032687
LD,2024-08-13,-4.564948342579039,Daily NEE,-315.15317224584777
LD,2024-08-14,-2.4870591426927104,Daily NEE,-317.6402313885405
LD,2024-08-15,-1.68337519601369,Daily NEE,-319.32360658455417
LD,2024-08-16,-1.5201086472719998,Daily NEE,-320.8437152318262
LD,2024-08-17,-1.087887356352,Daily NEE,-321.9316025881782
LD,2024-08-18,-1.6810107511552002,Daily NEE,-323.6126133393334
LD,2024-08-19,-2.9871722026789507,Daily NEE,-326.59978554201234
LD,2024-08-20,-6.21661825002343,Daily NEE,-332.81640379203577
LD,2024-08-21,-5.888428709372161,Daily NEE,-338.7048325014079
LD,2024-08-22,-7.02432828170409,Daily NEE,-345.729160783112
LD,2024-08-23,-8.01271720336307,Daily NEE,-353.74187798647506
LD,2024-08-24,-1.44837604194,Daily NEE,-355.19025402841504
LD,2024-08-25,1.4060129005388602,Daily NEE,-353.78424112787616
LD,2024-08-26,1.3768286382694297,Daily NEE,-352.4074124896067
LD,2024-08-27,0.19692528076524704,Daily NEE,-352.21048720884147
LD,2024-08-28,-1.88089762396405,Daily NEE,-354.09138483280555
LD,2024-08-29,-2.1437707927261607,Daily NEE,-356.2351556255317
LD,2024-08-30,-1.8423370656787703,Daily NEE,-358.07749269121047
LD,2024-08-31,-0.895325066764906,Daily NEE,-358.97281775797535
LD,2024-09-01,0.554534502351564,Daily NEE,-358.4182832556238
LD,2024-09-02,-3.34748769687409,Daily NEE,-361.7657709524979
LD,2024-09-03,-2.4333940942420904,Daily NEE,-364.19916504674
LD,2024-09-04,-2.572855536380139,Daily NEE,-366.77202058312014
LD,2024-09-05,-2.5872968126341704,Daily NEE,-369.3593173957543
LD,2024-09-06,-2.98135838628059,Daily NEE,-372.3406757820349
LD,2024-09-07,-2.2568734455446595,Daily NEE,-374.5975492275796
LD,2024-09-08,-1.7447966387989298,Daily NEE,-376.3423458663785
LD,2024-09-09,-3.4380172034331395,Daily NEE,-379.78036306981164
LD,2024-09-10,-3.49710817055143,Daily NEE,-383.27747124036307
LD,2024-09-11,-3.43749952475533,Daily NEE,-386.7149707651184
LD,2024-09-12,-1.2699216882448894,Daily NEE,-387.9848924533633
LD,2024-09-13,-2.140166747291091,Daily NEE,-390.1250592006544
LD,2024-09-14,-1.4415514013111699,Daily NEE,-391.5666106019656
LD,2024-09-15,-1.2719223825851496,Daily NEE,-392.83853298455074
LD,2024-09-16,-1.6762650309011102,Daily NEE,-394.51479801545185
LD,2024-09-17,-1.3854388234155601,Daily NEE,-395.9002368388674
LD,2024-09-18,-1.4422879469289303,Daily NEE,-397.34252478579634
LD,2024-09-19,-1.4157669076132497,Daily NEE,-398.7582916934096
LD,2024-09-20,-0.29428995404353797,Daily NEE,-399.05258164745317
LD,2024-09-21,-0.0597270094110725,Daily NEE,-399.11230865686423
LD,2024-09-22,2.4410595376708395,Daily NEE,-396.67124911919336
LD,2024-09-23,0.382622076248736,Daily NEE,-396.28862704294465
LD,2024-09-24,5.5858098205137,Daily NEE,-390.70281722243095
LD,2024-09-25,1.9910570043650202,Daily NEE,-388.71176021806593
LD,2024-09-26,-0.37024117537379897,Daily NEE,-389.0820013934397
LD,2024-09-27,0.4311321933689001,Daily NEE,-388.6508692000708
LD,2024-09-28,1.1333162929085498,Daily NEE,-387.51755290716227
LD,2024-09-29,-0.21253514502095502,Daily NEE,-387.73008805218325
LD,2024-09-30,0.500822326604025,Daily NEE,-387.22926572557924
LD,2024-10-01,2.03336651619487,Daily NEE,-385.1958992093844
LD,2024-10-02,-1.3795179953287002,Daily NEE,-386.57541720471306
LD,2024-10-03,-1.1521496618238802,Daily NEE,-387.72756686653696
LD,2024-10-04,-0.22331569225216302,Daily NEE,-387.95088255878915
LD,2024-10-05,-1.1742456736205802,Daily NEE,-389.12512823240974
LD,2024-10-06,-0.667804517157599,Daily NEE,-389.79293274956734
LD,2024-10-07,-0.229042528630452,Daily NEE,-390.0219752781978
LD,2024-10-08,-1.0118329814699698,Daily NEE,-391.03380825966775
LD,2024-10-09,-1.7951887874928998,Daily NEE,-392.82899704716067
LD,2024-10-10,-1.31533010446463,Daily NEE,-394.1443271516253
LD,2024-10-11,-0.6442439531545161,Daily NEE,-394.7885711047798
LD,2024-10-12,0.4870400909893481,Daily NEE,-394.30153101379045
LD,2024-10-13,3.3111793385937696,Daily NEE,-390.9903516751967
LD,2024-10-14,-0.913915940604285,Daily NEE,-391.90426761580096
LD,2024-10-15,-1.5820777905185701,Daily NEE,-393.4863454063195
LD,2024-10-16,-1.40444248100502,Daily NEE,-394.8907878873245
LD,2024-10-17,-1.14579766464568,Daily NEE,-396.0365855519702
LD,2024-10-18,-0.4844261178438371,Daily NEE,-396.521011669814
LD,2024-10-19,-0.97384199941198,Daily NEE,-397.494853669226
LD,2024-10-20,0.0312533727640966,Daily NEE,-397.46360029646195
LD,2024-10-21,0.6281250540486161,Daily NEE,-396.83547524241334
LD,2024-10-22,0.6024036849028678,Daily NEE,-396.23307155751047
LD,2024-10-23,-0.174576358371585,Daily NEE,-396.4076479158821
LD,2024-10-24,-1.55048164622135,Daily NEE,-397.9581295621034
LD,2024-10-25,1.1794803178242899,Daily NEE,-396.7786492442791
LD,2024-10-26,-1.6508865237636903,Daily NEE,-398.4295357680428
LD,2024-10-27,-0.360678829098566,Daily NEE,-398.79021459714136
LD,2024-10-28,-1.4814683466538499,Daily NEE,-400.2716829437952
LD,2024-10-29,0.9605102331923668,Daily NEE,-399.3111727106028
LD,2024-10-30,1.874196753336,Daily NEE,-397.43697595726684
LD,2024-10-31,4.054606036055999,Daily NEE,-393.38236992121085
LD,2024-11-01,177.3831376882678,Daily NEE; Harvested-fruit export,-215.99923223294306
LD,2024-11-02,0.20384048858060705,Daily NEE,-215.79539174436246
LD,2024-11-03,0.180788673835971,Daily NEE,-215.6146030705265
LD,2024-11-04,7.190760529230899,Daily NEE,-208.4238425412956
LD,2024-11-05,6.596903101264701,Daily NEE,-201.8269394400309
LD,2024-11-06,2.8291727788620706,Daily NEE,-198.99776666116884
LD,2024-11-07,1.1987979280915904,Daily NEE,-197.79896873307726
LD,2024-11-08,0.7801166679876848,Daily NEE,-197.01885206508956
LD,2024-11-09,0.28529893615444807,Daily NEE,-196.7335531289351
LD,2024-11-10,1.8704864348237205,Daily NEE,-194.86306669411138
LD,2024-11-11,1.9615393762616498,Daily NEE,-192.90152731784974
LD,2024-11-12,0.190855538064451,Daily NEE,-192.7106717797853
LD,2024-11-13,0.24096596009735105,Daily NEE,-192.46970581968793
LD,2024-11-14,2.0309865571309804,Daily NEE,-190.43871926255696
LD,2024-11-15,1.4943062971696996,Daily NEE,-188.94441296538727
LD,2024-11-16,1.08277982281017,Daily NEE,-187.8616331425771
LD,2024-11-17,0.6127841287223998,Daily NEE,-187.24884901385468
LD,2024-11-18,0.3688182281747481,Daily NEE,-186.88003078567993
LD,2024-11-19,-0.00422728472131021,Daily NEE,-186.88425807040124
LD,2024-11-20,-0.30998004033976206,Daily NEE,-187.194238110741
LD,2024-11-21,0.5063851599462948,Daily NEE,-186.6878529507947
LD,2024-11-22,1.0115163715095898,Daily NEE,-185.6763365792851
LD,2024-11-23,2.57126396798151,Daily NEE,-183.1050726113036
LD,2024-11-24,0.5518373295924579,Daily NEE,-182.55323528171115
LD,2024-11-25,1.32847267042206,Daily NEE,-181.2247626112891
LD,2024-11-26,1.0060474854622101,Daily NEE,-180.2187151258269
LD,2024-11-27,1.17661333278439,Daily NEE,-179.0421017930425
LD,2024-11-28,1.2398890023865898,Daily NEE,-177.80221279065591
LD,2024-11-29,1.4828382986145296,Daily NEE,-176.3193744920414
LD,2024-11-30,1.4271338981341894,Daily NEE,-174.8922405939072
LD,2024-12-01,0.632097002247219,Daily NEE,-174.26014359165998
LD,2024-12-02,1.00869735288379,Daily NEE,-173.2514462387762
LD,2024-12-03,1.3349078483682602,Daily NEE,-171.91653839040794
LD,2024-12-04,1.3725292134532299,Daily NEE,-170.54400917695472
LD,2024-12-05,1.3449830978328998,Daily NEE,-169.1990260791218
LD,2024-12-06,1.35196858482636,Daily NEE,-167.84705749429546
LD,2024-12-07,1.0455423653412401,Daily NEE,-166.8015151289542
LD,2024-12-08,-0.149115164428286,Daily NEE,-166.9506302933825
LD,2024-12-09,1.26426764079527,Daily NEE,-165.6863626525872
LD,2024-12-10,1.4709898152634298,Daily NEE,-164.21537283732377
LD,2024-12-11,1.4158322751508896,Daily NEE,-162.7995405621729
LD,2024-12-12,1.2071644834355397,Daily NEE,-161.59237607873735
LD,2024-12-13,0.454781146222285,Daily NEE,-161.13759493251507
LD,2024-12-14,0.14638214534400001,Daily NEE,-160.99121278717107
LD,2024-12-15,-0.517256655218913,Daily NEE,-161.50846944238998
LD,2024-12-16,3.8680973471580002,Daily NEE,-157.64037209523198
LD,2024-12-17,1.7033224573766998,Daily NEE,-155.9370496378553
LD,2024-12-18,1.1872031378035401,Daily NEE,-154.74984650005175
LD,2024-12-19,0.6803648237436188,Daily NEE,-154.06948167630813
LD,2024-12-20,0.219849976208272,Daily NEE,-153.84963170009985
LD,2024-12-21,0.7131384735398821,Daily NEE,-153.13649322655996
LD,2024-12-22,0.7076820278891479,Daily NEE,-152.42881119867081
LD,2024-12-23,1.0693207605729598,Daily NEE,-151.35949043809785
LD,2024-12-24,0.8786628313796581,Daily NEE,-150.48082760671818
LD,2024-12-25,0.677857662327477,Daily NEE,-149.8029699443907
LD,2024-12-26,0.799429684207896,Daily NEE,-149.0035402601828
LD,2024-12-27,1.1864059291112106,Daily NEE,-147.8171343310716
LD,2024-12-28,1.38425369673002,Daily NEE,-146.4328806343416
LD,2024-12-29,1.5923591269846102,Daily NEE,-144.84052150735698
LD,2024-12-30,0.14473648520125504,Daily NEE,-144.69578502215572
LD,2024-12-31,1.2168170108894898,Daily NEE,-143.47896801126623
LD,2025-01-01,0.74343933979488,Daily NEE,-142.73552867147134
LD,2025-01-02,1.00511565296128,Daily NEE,-141.73041301851006
LD,2025-01-03,0.7811337405442899,Daily NEE,-140.9492792779658
LD,2025-01-04,0.9589455765504002,Daily NEE,-139.99033370141538
LD,2025-01-05,1.38477830247736,Daily NEE,-138.605555398938
LD,2025-01-06,1.2624032837123598,Daily NEE,-137.34315211522565
LD,2025-01-07,0.9463134256118609,Daily NEE,-136.3968386896138
LD,2025-01-08,0.5676986527777421,Daily NEE,-135.82914003683604
LD,2025-01-09,0.9305784856918871,Daily NEE,-134.89856155114416
LD,2025-01-10,0.44041765930001203,Daily NEE,-134.45814389184414
LD,2025-01-11,1.3964430972194297,Daily NEE,-133.06170079462473
LD,2025-01-12,1.5283395553756898,Daily NEE,-131.53336123924905
LD,2025-01-13,0.9836507123712,Daily NEE,-130.54971052687785
LD,2025-01-14,0.812615191532049,Daily NEE,-129.7370953353458
LD,2025-01-15,0.954272337713358,Daily NEE,-128.78282299763245
LD,2025-01-16,1.2168243435599997,Daily NEE,-127.56599865407244
LD,2025-01-17,1.23124571094053,Daily NEE,-126.33475294313192
LD,2025-01-18,1.15283826015227,Daily NEE,-125.18191468297965
LD,2025-01-19,0.44485240106114204,Daily NEE,-124.73706228191851
LD,2025-01-20,0.351306549089117,Daily NEE,-124.3857557328294
LD,2025-01-21,-0.017532398821175,Daily NEE,-124.40328813165057
LD,2025-01-22,0.14676323692079105,Daily NEE,-124.25652489472978
LD,2025-01-23,0.897843330214921,Daily NEE,-123.35868156451485
LD,2025-01-24,0.982947324854791,Daily NEE,-122.37573423966006
LD,2025-01-25,0.9945157790879999,Daily NEE,-121.38121846057206
LD,2025-01-26,1.29401134502657,Daily NEE,-120.08720711554548
LD,2025-01-27,1.6563264654054,Daily NEE,-118.43088065014008
LD,2025-01-28,1.9165990187887998,Daily NEE,-116.51428163135128
LD,2025-01-29,1.8353338423931298,Daily NEE,-114.67894778895815
LD,2025-01-30,1.3704590686561602,Daily NEE,-113.308488720302
LD,2025-01-31,1.67102167983054,Daily NEE,-111.63746704047145
LD,2025-02-01,0.960808096795,Daily NEE,-110.67665894367644
LD,2025-02-02,0.468290353708153,Daily NEE,-110.20836858996829
LD,2025-02-03,1.47934200540641,Daily NEE,-108.72902658456188
