site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir,decision,reason
LD,1/21/25 6:00,-13.27812,-5.42524,-2.61096,1.18835e-4,-17.591,0.266046,1,7,286.483,remove,"Moderately large winter-night NEE (-13.28); immediate neighbors -5.43/-2.61; plot shows a coherent run of 2 half-hours below -5 (context -13.28 to -2.61); signal very low (7); QC 1; u* 0.266. Preliminary removal because large magnitude, weak signal indicate artifact risk."
LD,1/21/25 7:30,-10.31144,-3.3638,-4.86286,7.55416e-4,-18.086,0.298991,2,13,279.368,remove,"Borderline-large winter-night NEE (-10.31); immediate neighbors -3.36/-4.86; plot shows an isolated excursion (context -10.31 to -3.36); signal very low (13); QC 2; u* 0.299. Preliminary removal because weak signal, isolated reversal, QC 2 indicate artifact risk."
LD,1/23/25 6:00,-15.64609,2.3707339999999997,-33.1913,3.34069e-4,-7.042,0.13462,1,72,198.423,remove,"Moderately large winter-night NEE (-15.65); immediate neighbors 2.37/-33.19; plot context is unstable/extreme (-33.19 to 3.16); signal acceptable (72); QC 1; u* 0.135. Preliminary removal because large magnitude, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,2/2/25 23:00,-8.011113,0.647444,4.24922,0,0.10500000000001819,0.154251,2,67,173.162,keep,Modest winter-night NEE (-8.01); immediate neighbors 0.65/4.25; plot shows an isolated excursion (context -8.01 to 11.03); signal moderate (67); QC 2; u* 0.154. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/13/25 4:00,-9.91263,-0.025811,-1.63841,0.0013634,-7.344,0.353903,1,95,314.5,keep,Modest winter-night NEE (-9.91); immediate neighbors -0.03/-1.64; plot shows an isolated excursion (context -9.91 to 10.06); signal strong (95); QC 1; u* 0.354. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/17/25 0:30,-9.51088,0.2400111,2.26973702,2.90184e-4,-8.833,0.499298,0,100,311.824,keep,Modest winter-night NEE (-9.51); immediate neighbors 0.24/2.27; plot shows an isolated excursion (context -9.51 to 2.27); signal strong (100); QC 0; u* 0.499. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/25/25 23:00,-7.243119,-1.736981,-0.342408,0,0.4430000000000405,0.197907,1,100,219.861,keep,Modest winter-night NEE (-7.24); immediate neighbors -1.74/-0.34; plot shows an isolated excursion (context -7.24 to 0.50); signal strong (100); QC 1; u* 0.198. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/26/25 6:00,-5.75347,-1.09997,1.898495,3.0818e-5,-1.953,0.121218,1,99,121.206,keep,Modest winter-night NEE (-5.75); immediate neighbors -1.10/1.90; plot shows an isolated excursion (context -5.75 to 1.90); signal strong (99); QC 1; u* 0.121. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/28/25 17:30,-5.53553,1.1713975,-9.472483,9.60718,6.242000000000019,0.272211,2,96,254.68,keep,Modest winter-night NEE (-5.54); immediate neighbors 1.17/-9.47; plot shows a coherent run of 2 half-hours below -5 (context -15.69 to 8.91); signal strong (96); QC 2; u* 0.272. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/28/25 18:00,-9.472483,-5.53553,8.94799,8.09967,6.256000000000029,0.633975,2,98,278.114,keep,Modest winter-night NEE (-9.47); immediate neighbors -5.54/8.95; plot shows a coherent run of 2 half-hours below -5 (context -15.69 to 8.95); signal strong (98); QC 2; u* 0.634. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,2/28/25 20:00,-11.200312,2.1867999,-15.6509,0,4.378000000000043,1.22731,2,100,301.125,remove,Borderline-large winter-night NEE (-11.20); immediate neighbors 2.19/-15.65; plot shows a coherent run of 2 half-hours below -5 (context -15.65 to 8.91); signal strong (100); QC 2; u* 1.227. Conflicting evidence. Implausible
LD,2/28/25 20:30,-15.6509,-11.200312,-1.6340148,0,2.8570000000000277,0.955031,2,84,301.424,remove,"Moderately large winter-night NEE (-15.65); immediate neighbors -11.20/-1.63; plot shows a coherent run of 2 half-hours below -5 (context -15.65 to 8.91); signal acceptable (84); QC 2; u* 0.955. Preliminary removal because large magnitude, QC 2 indicate artifact risk."
LD,3/3/25 20:00,-15.38418,5.0147200000000005,-16.05794,0,2.282000000000039,0.36623,2,59,160.275,remove,"Moderately large winter-night NEE (-15.38); immediate neighbors 5.01/-16.06; plot shows a coherent run of 2 half-hours below -5 (context -24.13 to 5.01); signal moderate (59); QC 2; u* 0.366. Preliminary removal because large magnitude, QC 2 indicate artifact risk."
LD,3/3/25 20:30,-16.05794,-15.38418,0.24726599999999999,0,2.2760000000000105,0.389165,2,95,168.584,remove,"Moderately large winter-night NEE (-16.06); immediate neighbors -15.38/0.25; plot shows a coherent run of 2 half-hours below -5 (context -24.13 to 4.97); signal strong (95); QC 2; u* 0.389. Preliminary removal because large magnitude, QC 2 indicate artifact risk."
LD,3/4/25 4:30,-14.27686,1.2112209999999999,6.50539,0,3.2690000000000055,0.280919,1,85,165.813,remove,"Moderately large winter-night NEE (-14.28); immediate neighbors 1.21/6.51; plot context is unstable/extreme (-31.08 to 7.67); signal acceptable (85); QC 1; u* 0.281. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
LD,3/4/25 18:30,-15.55035,-0.55012,1.900083,2.56766,6.040999999999997,0.144166,0,21,111.165,remove,"Moderately large winter-night NEE (-15.55); immediate neighbors -0.55/1.90; plot shows an isolated excursion (context -15.55 to 12.34); signal very low (21); QC 0; u* 0.144. Preliminary removal because large magnitude, weak signal, isolated reversal, u* near/below the 0.19 review reference indicate artifact risk."
LD,3/4/25 19:30,-11.411262,1.900083,-2.20026,7.62566e-4,5.835000000000036,0.149671,1,25,117.581,remove,"Borderline-large winter-night NEE (-11.41); immediate neighbors 1.90/-2.20; plot shows an isolated excursion (context -15.60 to 12.34); signal very low (25); QC 1; u* 0.150. Preliminary removal because weak signal, isolated reversal, u* near/below the 0.19 review reference indicate artifact risk."
LD,3/4/25 21:30,-5.86981,12.38267,1.6058599999999998,0,5.4150000000000205,0.168875,1,13,107.673,remove,"Modest winter-night NEE (-5.87); immediate neighbors 12.38/1.61; plot shows an isolated excursion (context -15.61 to 24.78); signal very low (13); QC 1; u* 0.169. Preliminary removal because weak signal, isolated reversal, u* near/below the 0.19 review reference indicate artifact risk."
LD,3/5/25 1:00,-36.0196,7.834890000000001,16.296364999999998,0,5.652000000000044,0.403293,1,13,92.675,remove,"Very large winter-night NEE (-36.02); immediate neighbors 7.83/16.30; plot context is unstable/extreme (-36.02 to 24.74); signal very low (13); QC 1; u* 0.403. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,3/5/25 4:00,-17.67215,7.115648,108.87016,0,6.497000000000014,0.514797,1,15,97.4804,remove,"Moderately large winter-night NEE (-17.67); immediate neighbors 7.12/108.87; plot context is unstable/extreme (-178.91 to 171.06); signal very low (15); QC 1; u* 0.515. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,3/5/25 6:30,-26.06904,-178.35563,106.13917000000001,0,7.748000000000047,0.522482,1,13,115.817,remove,"Very large winter-night NEE (-26.07); immediate neighbors -178.36/106.14; plot context is unstable/extreme (-178.36 to 171.06); signal very low (13); QC 1; u* 0.522. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,3/5/25 21:00,-12.03438,12.068539999999999,-1.7855431,1.10945e-5,-1.249,0.964628,2,86,297.284,remove,"Moderately large winter-night NEE (-12.03); immediate neighbors 12.07/-1.79; plot context is unstable/extreme (-12.03 to 30.44); signal acceptable (86); QC 2; u* 0.965. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,3/16/25 1:00,-11.940301,-1.07754,20.993769999999998,0,6.254000000000019,0.306771,0,75,295.815,remove,Borderline-large winter-night NEE (-11.94); immediate neighbors -1.08/20.99; plot shows an isolated excursion (context -11.94 to 20.99); signal acceptable (75); QC 0; u* 0.307. Conflicting evidence; implausible
LD,3/16/25 8:00,-17.031768,8.51777,-21.60695,0.0561086,2.492999999999995,0.363879,1,72,282.697,remove,Moderately large winter-night NEE (-17.03); immediate neighbors 8.52/-21.61; plot shows a coherent run of 3 half-hours below -5 (context -21.61 to 16.39); signal acceptable (72); QC 1; u* 0.364. Preliminary removal because large magnitude indicate artifact risk.
LD,3/16/25 9:00,-19.948996,-21.60695,-0.71758,8.57924,1.9890000000000327,0.410001,1,58,313.273,remove,Moderately large winter-night NEE (-19.95); immediate neighbors -21.61/-0.72; plot shows a coherent run of 3 half-hours below -5 (context -21.61 to 14.88); signal moderate (58); QC 1; u* 0.410. Preliminary removal because large magnitude indicate artifact risk.
LD,3/19/25 22:30,-26.90746,-0.5591697,3.43932,0,12.735000000000014,0.729182,1,63,209.575,remove,"Very large winter-night NEE (-26.91); immediate neighbors -0.56/3.44; plot shows an isolated excursion (context -26.91 to 27.97); signal moderate (63); QC 1; u* 0.729. Preliminary removal because large magnitude, isolated reversal indicate artifact risk."
LD,3/21/25 22:30,-12.079312,3.0077063,-0.89947,0,10.442000000000007,0.857114,2,91,231.71,remove,"Moderately large winter-night NEE (-12.08); immediate neighbors 3.01/-0.90; plot context is unstable/extreme (-12.08 to 44.39); signal strong (91); QC 2; u* 0.857. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,11/1/25 2:00,-16.677289,-2.932948,-19.731059,0,4.121000000000038,0.177785,1,100,213.544,remove,"Moderately large winter-night NEE (-16.68); immediate neighbors -2.93/-19.73; plot context is unstable/extreme (-44.50 to 4.41); signal strong (100); QC 1; u* 0.178. Preliminary removal because large magnitude, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/1/25 2:30,-19.731059,-16.677289,4.33758,0,4.703000000000031,0.161517,2,100,218.399,remove,"Moderately large winter-night NEE (-19.73); immediate neighbors -16.68/4.34; plot context is unstable/extreme (-44.50 to 4.34); signal strong (100); QC 2; u* 0.162. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/1/25 4:00,-7.75065,-4.126374,-44.42199,0,2.4350000000000023,0.105336,1,98,95.9938,remove,Modest winter-night NEE (-7.75); immediate neighbors -4.13/-44.42; plot context is unstable/extreme (-44.42 to 21.16); signal strong (98); QC 1; u* 0.105. Conflicting evidence; implausible
LD,11/1/25 7:30,-20.30438,21.265093,-1.488154,6.82931e-5,1.438000000000045,0.1005,1,38,119.85,remove,"Very large winter-night NEE (-20.30); immediate neighbors 21.27/-1.49; plot context is unstable/extreme (-44.52 to 21.27); signal very low (38); QC 1; u* 0.101. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/1/25 19:00,-8.98877,2.052445,-2.070104,2.01688,5.984000000000037,0.150174,1,100,186.296,keep,Modest winter-night NEE (-8.99); immediate neighbors 2.05/-2.07; plot shows an isolated excursion (context -8.99 to 2.05); signal strong (100); QC 1; u* 0.150. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/2/25 2:00,-7.9108,16.052410000000002,73.3053,2.88705e-4,1.080000000000041,0.146129,2,27,136.035,remove,"Modest winter-night NEE (-7.91); immediate neighbors 16.05/73.31; plot context is unstable/extreme (-7.91 to 73.31); signal very low (27); QC 2; u* 0.146. Preliminary removal because weak signal, unstable surrounding fluxes, QC 2, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/2/25 5:30,-37.2159,-1.390008,-20.487396,0,-1.674,0.107087,1,19,152.651,remove,"Very large winter-night NEE (-37.22); immediate neighbors -1.39/-20.49; plot context is unstable/extreme (-37.22 to 73.13); signal very low (19); QC 1; u* 0.107. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/2/25 6:00,-20.487396,-37.2159,3.601779,0,-1.286,0.124338,1,20,117.663,remove,"Very large winter-night NEE (-20.49); immediate neighbors -37.22/3.60; plot context is unstable/extreme (-37.22 to 21.08); signal very low (20); QC 1; u* 0.124. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,11/11/25 1:30,-21.17089,6.640713,8.55006,1.32642e-4,-2.361,0.226857,1,79,263.592,remove,"Very large winter-night NEE (-21.17); immediate neighbors 6.64/8.55; plot shows an isolated excursion (context -21.17 to 8.55); signal acceptable (79); QC 1; u* 0.227. Preliminary removal because large magnitude, isolated reversal indicate artifact risk."
LD,11/12/25 5:00,-12.89999,0.61679,0.27798999999999996,0,6.754000000000019,0.457555,2,92,268.522,remove,"Moderately large winter-night NEE (-12.90); immediate neighbors 0.62/0.28; plot shows an isolated excursion (context -12.90 to 11.07); signal strong (92); QC 2; u* 0.458. Preliminary removal because large magnitude, isolated reversal, QC 2 indicate artifact risk."
LD,11/13/25 6:30,-5.0928099,-0.042007,2.1632291,9.66459e-5,2.840000000000032,0.3158,0,100,255.95,keep,Modest winter-night NEE (-5.09); immediate neighbors -0.04/2.16; plot shows an isolated excursion (context -5.09 to 2.16); signal strong (100); QC 0; u* 0.316. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/23/25 22:30,-9.63087,7.631220000000001,2.5579236,0,1.4360000000000355,0.194024,1,100,134.717,keep,Modest winter-night NEE (-9.63); immediate neighbors 7.63/2.56; plot shows an isolated excursion (context -10.65 to 7.63); signal strong (100); QC 1; u* 0.194. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/24/25 6:30,-8.11949,0.8740199999999998,2.8005,0,-0.013,0.296506,1,91,142.461,keep,Modest winter-night NEE (-8.12); immediate neighbors 0.87/2.80; plot context is unstable/extreme (-167.58 to 9.67); signal strong (91); QC 1; u* 0.297. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/26/25 1:00,-15.7565,86.5088,-17.44718,0,8.5,0.367438,2,NA,190.719,remove,"Moderately large winter-night NEE (-15.76); immediate neighbors 86.51/-17.45; plot context is unstable/extreme (-119.70 to 86.51); signal unavailable; QC 2; u* 0.367. Preliminary removal because large magnitude, missing signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,11/26/25 1:30,-17.44718,-15.7565,-119.3805,0,8.498000000000047,0.382838,2,0,180.187,remove,"Moderately large winter-night NEE (-17.45); immediate neighbors -15.76/-119.38; plot context is unstable/extreme (-119.38 to 86.18); signal very low (0); QC 2; u* 0.383. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,11/26/25 4:30,-14.00649,-1.43988,-1.84734,0,4.184000000000026,0.438159,2,70,232.899,remove,"Moderately large winter-night NEE (-14.01); immediate neighbors -1.44/-1.85; plot context is unstable/extreme (-119.64 to 42.95); signal acceptable (70); QC 2; u* 0.438. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,11/26/25 6:00,-8.12391,2.13906,2.917261,0,3.5340000000000487,0.840795,2,100,221.835,keep,Modest winter-night NEE (-8.12); immediate neighbors 2.14/2.92; plot context is unstable/extreme (-40.15 to 36.51); signal strong (100); QC 2; u* 0.841. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/29/25 1:00,-7.233852,-4.129979,0.5833699999999999,0,-3.823,0.124621,1,100,121.042,keep,Modest winter-night NEE (-7.23); immediate neighbors -4.13/0.58; plot shows an isolated excursion (context -7.23 to 0.58); signal strong (100); QC 1; u* 0.125. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,11/29/25 2:30,-13.938448,-1.105251,3.368058,3.89543e-5,-3.854,0.152335,1,100,133.646,remove,"Moderately large winter-night NEE (-13.94); immediate neighbors -1.11/3.37; plot shows an isolated excursion (context -13.94 to 3.37); signal strong (100); QC 1; u* 0.152. Preliminary removal because large magnitude, isolated reversal, u* near/below the 0.19 review reference indicate artifact risk."
LD,12/3/25 17:30,-6.35791,4.1874007,0.43679999999999986,0.807292,-1.706,0.304726,2,52,282.421,keep,Modest winter-night NEE (-6.36); immediate neighbors 4.19/0.44; plot shows an isolated excursion (context -6.73 to 13.29); signal low (52); QC 2; u* 0.305. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/3/25 20:00,-6.69544,-0.36776,6.36715,6.26473e-4,-1.984,0.495568,2,86,285.94,keep,Modest winter-night NEE (-6.70); immediate neighbors -0.37/6.37; plot shows an isolated excursion (context -6.70 to 9.14); signal acceptable (86); QC 2; u* 0.496. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/18/25 6:30,-26.20184,49.175200000000004,-16.45309,0,3.8110000000000355,0.644348,2,48,154.354,remove,"Very large winter-night NEE (-26.20); immediate neighbors 49.18/-16.45; plot context is unstable/extreme (-50.04 to 55.53); signal low (48); QC 2; u* 0.644. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/18/25 7:00,-16.45309,-26.20184,55.69837,0,3.8660000000000423,0.585467,2,57,158.082,remove,"Moderately large winter-night NEE (-16.45); immediate neighbors -26.20/55.70; plot context is unstable/extreme (-50.04 to 55.70); signal moderate (57); QC 2; u* 0.585. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/18/25 16:30,-28.90558,-50.62258,-30.92869,5.24268,7.536000000000001,0.62717,0,39,158.143,remove,"Very large winter-night NEE (-28.91); immediate neighbors -50.62/-30.93; plot context is unstable/extreme (-54.87 to 140.50); signal very low (39); QC 0; u* 0.627. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,12/18/25 17:00,-30.92869,-28.90558,-54.56208,4.43832,7.721000000000004,0.691623,2,32,167.233,remove,"Very large winter-night NEE (-30.93); immediate neighbors -28.91/-54.56; plot context is unstable/extreme (-54.56 to 140.50); signal very low (32); QC 2; u* 0.692. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/18/25 18:00,-12.76542,-54.56208,140.81118999999998,0.0079792,8.270000000000039,0.740004,2,49,214.108,remove,"Moderately large winter-night NEE (-12.77); immediate neighbors -54.56/140.81; plot context is unstable/extreme (-54.56 to 140.81); signal low (49); QC 2; u* 0.740. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/18/25 22:30,-5.44494,-101.96867,-0.50104,0,2.066000000000031,0.699587,0,96,244.912,keep,Modest winter-night NEE (-5.44); immediate neighbors -101.97/-0.50; plot context is unstable/extreme (-101.97 to 6.32); signal strong (96); QC 0; u* 0.700. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/22/25 21:30,-15.929693,0.9281010000000001,68.1624,0,2.7660000000000196,0.504013,2,100,160.066,remove,"Moderately large winter-night NEE (-15.93); immediate neighbors 0.93/68.16; plot context is unstable/extreme (-16.51 to 68.16); signal strong (100); QC 2; u* 0.504. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/22/25 23:00,-16.36978,42.14898,-0.068532,0,2.934000000000026,0.459818,2,100,166.56,remove,"Moderately large winter-night NEE (-16.37); immediate neighbors 42.15/-0.07; plot context is unstable/extreme (-18.78 to 68.03); signal strong (100); QC 2; u* 0.460. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/23/25 1:00,-18.637286,-1.208959,22.42299,0,1.927000000000021,0.324774,2,100,153.647,remove,"Moderately large winter-night NEE (-18.64); immediate neighbors -1.21/22.42; plot context is unstable/extreme (-18.64 to 68.03); signal strong (100); QC 2; u* 0.325. Preliminary removal because large magnitude, unstable surrounding fluxes, QC 2 indicate artifact risk."
LD,12/23/25 6:00,-7.69296,-1.370625,0.7407199999999998,0,2.177000000000021,0.197688,2,97,194.081,keep,Modest winter-night NEE (-7.69); immediate neighbors -1.37/0.74; plot shows an isolated excursion (context -7.69 to 2.90); signal strong (97); QC 2; u* 0.198. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/25/25 1:00,-6.574556,-2.582191,-6.0789,0,0.8070000000000164,0.100208,1,100,153.44,keep,Modest winter-night NEE (-6.57); immediate neighbors -2.58/-6.08; plot shows a coherent run of 2 half-hours below -5 (context -6.57 to -2.58); signal strong (100); QC 1; u* 0.100. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/26/25 4:30,-24.81697,2.3704359999999998,47.4594,4.26524e-5,-1.244,0.511012,1,98,95.2927,remove,"Very large winter-night NEE (-24.82); immediate neighbors 2.37/47.46; plot context is unstable/extreme (-28.80 to 47.46); signal strong (98); QC 1; u* 0.511. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
LD,12/26/25 7:00,-28.68178,-0.918181,NA,0,-0.44,0.424999,1,13,99.3137,remove,"Very large winter-night NEE (-28.68); immediate neighbors -0.92/NA; plot context is unstable/extreme (-28.68 to 47.34); signal very low (13); QC 1; u* 0.425. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,12/28/25 3:00,-8.08376,18.91942,4.62807,0,-0.232,0.477009,1,52,103.295,keep,Modest winter-night NEE (-8.08); immediate neighbors 18.92/4.63; plot context is unstable/extreme (-8.08 to 36.61); signal low (52); QC 1; u* 0.477. Conflicting evidence; Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/28/25 21:30,-8.55245,11.318,-19.67175,0,3.5720000000000027,0.22199,2,26,150.425,remove,Modest winter-night NEE (-8.55); immediate neighbors 11.32/-19.67; plot context is unstable/extreme (-25.56 to 30.10); signal very low (26); QC 2; u* 0.222. Conflicting evidence; implausible
LD,12/28/25 22:00,-19.67175,-8.55245,-25.47,0,4.5049999999999955,0.529784,1,41,236.067,remove,"Moderately large winter-night NEE (-19.67); immediate neighbors -8.55/-25.47; plot context is unstable/extreme (-25.47 to 94.82); signal low (41); QC 1; u* 0.530. Preliminary removal because large magnitude, weak signal, unstable surrounding fluxes indicate artifact risk."
LD,12/28/25 22:30,-25.47,-19.67175,26.186149999999998,0,3.563000000000045,0.690648,1,83,250.768,remove,"Very large winter-night NEE (-25.47); immediate neighbors -19.67/26.19; plot context is unstable/extreme (-25.47 to 94.82); signal acceptable (83); QC 1; u* 0.691. Preliminary removal because large magnitude, unstable surrounding fluxes indicate artifact risk."
LD,12/29/25 7:30,-6.207076,-3.282618,2.1312740000000003,3.82146e-4,-2.801,0.985131,1,100,294.481,keep,Modest winter-night NEE (-6.21); immediate neighbors -3.28/2.13; plot shows an isolated excursion (context -6.21 to 2.13); signal strong (100); QC 1; u* 0.985. Preliminary keep to preserve plausible half-hourly negative variability; no decisive artifact pattern at the candidate.
LD,12/30/25 22:00,-16.5276,23.455689999999997,32.70479,0.00115605,-7.486,0.122741,1,59,225.995,remove,"Moderately large winter-night NEE (-16.53); immediate neighbors 23.46/32.70; plot context is unstable/extreme (-16.53 to 32.70); signal moderate (59); QC 1; u* 0.123. Preliminary removal because large magnitude, unstable surrounding fluxes, u* near/below the 0.19 review reference indicate artifact risk."
LD,12/31/25 1:30,-6.68859,13.15551,-4.63616,3.97185e-4,-7.101,0.194032,2,NA,268.961,remove,"Modest winter-night NEE (-6.69); immediate neighbors 13.16/-4.64; plot context is unstable/extreme (-6.69 to 32.64); signal unavailable; QC 2; u* 0.194. Preliminary removal because missing signal, unstable surrounding fluxes, QC 2 indicate artifact risk."
