site,DateTime,NEE_raw,NEE_lag,NEE_lead,Rg,Tair,Ustar,qc_co2_flux,signal_strength,wind_dir,decision,reason
LD,11/4/24 0:30,24.5723,NA,152.525332,0,10.088000000000022,0.398574,2,56,134.428,remove,moderate positive nighttime NEE (24.57); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is marginal (56); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/4/24 19:30,32.099869999999996,5.3784208,112.42160000000001,0,17.795000000000016,0.523788,1,79,218.066,remove,large positive nighttime NEE (32.10); immediate neighbors are below the review threshold (5.38/112.42); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is acceptable (79); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/5/24 22:30,43.667100000000005,137.046,83.0601,0,15.645000000000039,0.53772,0,71,237.711,remove,very large positive nighttime NEE (43.67); supported by positive immediate neighbors (137.05/83.06); belongs to a positive candidate episode of approximately 3 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is acceptable (71); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/6/24 6:00,23.4673,-15.293111,6.77318,0,12.104000000000042,0.231991,1,28,241.461,remove,moderate positive nighttime NEE (23.47); sign reversal in immediate neighbors (-15.29/6.77); appears as a single threshold-exceeding event; signal strength is low (28); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/10/24 2:30,40.4794,NA,-72.52168,0,7.409000000000049,0.151353,2,83,102.02,keep,"very large positive nighttime NEE (40.48); appears as a single threshold-exceeding event; signal strength is acceptable (83); QC flag 2 adds concern; u*=0.151 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
LD,11/10/24 7:00,18.31768,-13.43175,1.1808699999999999,2.86979e-4,6.531000000000006,0.248582,1,37,109.369,remove,moderate positive nighttime NEE (18.32); sign reversal in immediate neighbors (-13.43/1.18); appears as a single threshold-exceeding event; signal strength is low (37); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/10/24 20:00,18.269374,3.063729,4.264527999999999,0,11.031000000000006,0.489161,1,79,264.488,keep,moderate positive nighttime NEE (18.27); immediate neighbors are below the review threshold (3.06/4.26); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is acceptable (79); the evidence remains mixed but it is plausible.
LD,11/10/24 22:00,13.623750000000001,3.079699999999999,-80.16829,0,10.307000000000016,0.578494,0,53,274.566,keep,modest positive nighttime NEE (13.62); sign reversal in immediate neighbors (3.08/-80.17); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is marginal (53); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
LD,11/13/24 23:30,32.2212,NA,NA,7.00191e-5,5.9220000000000255,0.206423,1,24,115.414,remove,large positive nighttime NEE (32.22); appears as a single threshold-exceeding event; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is very low (24); u*=0.206 is close to the provisional review aid; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/14/24 4:00,26.35772,-15.8882,-84.8048,0,5.572000000000003,0.28855,1,43,101.779,remove,large positive nighttime NEE (26.36); isolated between negative neighbors (-15.89/-84.80); appears as a single threshold-exceeding event; the six-hour plot contains 5 flux value(s) with |NEE| > 80; signal strength is low (43); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/16/24 0:30,14.549223000000001,2.079617,-4.038916,0.00146522,7.580000000000041,0.0865675,1,93,275.613,keep,"modest positive nighttime NEE (14.55); sign reversal in immediate neighbors (2.08/-4.04); appears as a single threshold-exceeding event; signal strength is acceptable (93); u*=0.087 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
LD,11/17/24 22:30,29.39642,-19.43299,43.891945,7.92644e-4,9.329000000000008,0.113194,1,26,266.321,keep,"large positive nighttime NEE (29.40); sign reversal in immediate neighbors (-19.43/43.89); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is low (26); u*=0.113 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
LD,11/17/24 23:00,43.891945,29.39642,5.940729999999999,9.88155e-4,9.07,0.0999447,1,20,254.967,keep,"very large positive nighttime NEE (43.89); immediate neighbors are below the review threshold (29.40/5.94); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is very low (20); u*=0.100 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
LD,11/18/24 23:00,16.99189,-62.8378,-0.839004,0,8.675000000000011,0.479608,2,90,106.354,remove,moderate positive nighttime NEE (16.99); isolated between negative neighbors (-62.84/-0.84); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is acceptable (90); QC flag 2 adds concern; modest positive point with strong signal but immediately follows a large negative excursion.
LD,11/19/24 7:00,22.759369999999997,5.2096800000000005,32.09446,0,10.68300000000005,0.553943,0,44,114.171,remove,moderate positive nighttime NEE (22.76); immediate neighbors are below the review threshold (5.21/32.09); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is low (44); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/19/24 7:30,32.09446,22.759369999999997,-16.72355,0.0215235,10.494000000000028,0.664283,2,59,111.277,remove,large positive nighttime NEE (32.09); sign reversal in immediate neighbors (22.76/-16.72); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is marginal (59); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/20/24 21:30,13.741337,5.949558,1.515458,0,3.011000000000024,0.381343,1,91,261.866,keep,modest positive nighttime NEE (13.74); immediate neighbors are below the review threshold (5.95/1.52); appears as a single threshold-exceeding event; signal strength is acceptable (91); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
LD,11/21/24 4:00,25.31833,10.523810000000001,-48.2141,1.24506e-4,0.086,0.428957,1,0,259.124,remove,large positive nighttime NEE (25.32); sign reversal in immediate neighbors (10.52/-48.21); appears as a single threshold-exceeding event; signal strength is very low (0); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/22/24 23:30,13.165068,2.8293,-53.28822,0,5.373000000000047,0.347145,1,33,309.17,remove,modest positive nighttime NEE (13.17); sign reversal in immediate neighbors (2.83/-53.29); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (33); modest positive point is embedded between large negative excursions and has low signal.
LD,11/23/24 1:30,19.135046000000003,49.132069,55.457899999999995,0,5.365000000000009,0.6771,0,41,306.531,keep,"moderate positive nighttime NEE (19.14); supported by positive immediate neighbors (49.13/55.46); belongs to a positive candidate episode of approximately 3 half-hours; signal strength is low (41); the evidence remains mixed, but plausible"
LD,11/23/24 3:00,24.40496,11.63451,48.27497,0,4.982000000000028,0.907896,1,67,285.879,keep,moderate positive nighttime NEE (24.40); immediate neighbors are below the review threshold (11.63/48.27); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is acceptable (67); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
LD,11/23/24 3:30,48.27497,24.40496,-1.776326,0,4.867000000000019,0.9968,1,76,287.137,remove,very large positive nighttime NEE (48.27); sign reversal in immediate neighbors (24.40/-1.78); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is acceptable (76); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/25/24 18:30,31.505449999999996,1.549894,-3.29232,0,5.828000000000031,0.280342,2,67,268.547,remove,large positive nighttime NEE (31.51); sign reversal in immediate neighbors (1.55/-3.29); appears as a single threshold-exceeding event; signal strength is acceptable (67); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,11/26/24 2:00,15.232598,3.659399,-10.43997,0,3.5130000000000337,0.6219,1,71,286.939,keep,modest positive nighttime NEE (15.23); sign reversal in immediate neighbors (3.66/-10.44); appears as a single threshold-exceeding event; signal strength is acceptable (71); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
LD,11/26/24 4:30,21.99699,-1.12097,0.9463900000000001,0,2.3000000000000114,0.793435,1,58,284.889,remove,moderate positive nighttime NEE (22.00); sign reversal in immediate neighbors (-1.12/0.95); appears as a single threshold-exceeding event; signal strength is marginal (58); moderate isolated positive point with acceptable signal; surrounding variability is not decisive.
LD,12/15/24 6:30,27.0938,81.67214,48.938357,2.29534e-4,0.4870000000000232,0.657545,2,62,95.5109,remove,large positive nighttime NEE (27.09); supported by positive immediate neighbors (81.67/48.94); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is acceptable (62); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/15/24 7:00,48.938357,27.0938,-35.88364,0,0.5830000000000268,1.09551,1,65,106.63,remove,very large positive nighttime NEE (48.94); sign reversal in immediate neighbors (27.09/-35.88); belongs to a positive candidate episode of approximately 2 half-hours; the six-hour plot contains 2 flux value(s) with |NEE| > 80; signal strength is acceptable (65); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/16/24 8:00,14.50507,5.308889,12.43925,0.0313207,5.909000000000049,0.382103,0,24,133.191,remove,modest positive nighttime NEE (14.51); immediate neighbors are below the review threshold (5.31/12.44); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is very low (24); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/16/24 8:30,12.43925,14.50507,3.9631869999999996,0.705039,6.076999999999998,0.376318,0,23,133.479,remove,modest positive nighttime NEE (12.44); immediate neighbors are below the review threshold (14.51/3.96); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is very low (23); threshold-level positive value with low signal but otherwise modest context.
LD,12/16/24 9:30,17.89029,3.9631869999999996,12.04857,5.97653,6.468000000000018,0.388956,2,28,148.45,remove,moderate positive nighttime NEE (17.89); immediate neighbors are below the review threshold (3.96/12.05); appears as a single threshold-exceeding event; signal strength is low (28); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/16/24 17:00,14.3847,2.8946058,-7.43105,4.8165,8.049000000000035,0.490185,2,29,246.367,remove,modest positive nighttime NEE (14.38); sign reversal in immediate neighbors (2.89/-7.43); appears as a single threshold-exceeding event; signal strength is low (29); QC flag 2 adds concern; isolated modest positive point with signal 29 and QC 2.
LD,12/16/24 19:00,14.91703,-14.22325,6.54444,0,6.2379999999999995,0.670011,0,31,268.938,remove,modest positive nighttime NEE (14.92); sign reversal in immediate neighbors (-14.22/6.54); appears as a single threshold-exceeding event; signal strength is low (31); the evidence remains mixed.
LD,12/16/24 20:30,29.979108,10.82001,4.7628200000000005,0,4.841000000000008,0.634433,1,39,268.701,remove,large positive nighttime NEE (29.98); immediate neighbors are below the review threshold (10.82/4.76); appears as a single threshold-exceeding event; signal strength is low (39); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/23/24 18:30,21.45129,0.03164,8.29744,1.90333e-4,0.12400000000002365,0.203419,2,21,218.867,remove,moderate positive nighttime NEE (21.45); immediate neighbors are below the review threshold (0.03/8.30); appears as a single threshold-exceeding event; signal strength is very low (21); QC flag 2 adds concern; u*=0.203 is close to the provisional review aid; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/23/24 20:30,17.18462,-67.73063,2.13415,0,0.16,0.229784,1,47,271.119,remove,moderate positive nighttime NEE (17.18); sign reversal in immediate neighbors (-67.73/2.13); appears as a single threshold-exceeding event; signal strength is marginal (47); the evidence points to incoherence
LD,12/23/24 21:30,37.7712,2.13415,0.9807899999999998,0,0.043000000000006366,0.253883,1,5,300.939,remove,large positive nighttime NEE (37.77); immediate neighbors are below the review threshold (2.13/0.98); appears as a single threshold-exceeding event; signal strength is very low (5); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/26/24 22:30,20.56521,-3.43788,3.615,0,5.338999999999999,0.38435,1,73,131.788,remove,moderate positive nighttime NEE (20.57); sign reversal in immediate neighbors (-3.44/3.62); appears as a single threshold-exceeding event; signal strength is acceptable (73); incoherent
LD,12/26/24 23:30,20.071906,3.615,-4.63323,0,5.275000000000034,0.367755,1,30,139.401,remove,moderate positive nighttime NEE (20.07); sign reversal in immediate neighbors (3.62/-4.63); appears as a single threshold-exceeding event; signal strength is low (30); moderate positive point with low signal but another similar positive value nearby. Incoherent
LD,12/27/24 4:30,17.81776,3.5475512,-10.27002,0,4.5049999999999955,0.366351,1,44,122.232,remove,moderate positive nighttime NEE (17.82); sign reversal in immediate neighbors (3.55/-10.27); appears as a single threshold-exceeding event; signal strength is low (44); the evidence remains mixed.
LD,12/27/24 18:00,49.5972,-11.48951,-8.86111,0.0320776,6.162000000000035,0.393256,1,35,108.162,remove,very large positive nighttime NEE (49.60); isolated between negative neighbors (-11.49/-8.86); appears as a single threshold-exceeding event; signal strength is low (35); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/28/24 0:00,24.693694999999998,-45.83422,63.524770000000004,0,7.290999999999997,0.435857,1,38,120.569,remove,moderate positive nighttime NEE (24.69); sign reversal in immediate neighbors (-45.83/63.52); belongs to a positive candidate episode of approximately 7 half-hours; signal strength is low (38); the evidence remains mixed and is incoherent
LD,12/28/24 0:30,63.524770000000004,24.693694999999998,69.30201,0,7.741000000000042,0.442575,1,35,132.377,remove,very large positive nighttime NEE (63.52); supported by positive immediate neighbors (24.69/69.30); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (35); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/28/24 1:00,69.30201,63.524770000000004,14.502800000000004,0,8.116000000000042,0.470197,2,29,136.726,remove,very large positive nighttime NEE (69.30); supported by positive immediate neighbors (63.52/14.50); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (29); QC flag 2 adds concern; combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/28/24 1:30,14.502800000000004,69.30201,42.000299999999996,0,8.469000000000051,0.577747,1,20,146.867,remove,modest positive nighttime NEE (14.50); supported by positive immediate neighbors (69.30/42.00); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is very low (20); candidate is part of a highly unstable episode with large positive/negative swings and very low signal.
LD,12/28/24 2:00,42.000299999999996,14.502800000000004,25.54224,0,8.910000000000025,0.560366,1,29,145.753,remove,very large positive nighttime NEE (42.00); supported by positive immediate neighbors (14.50/25.54); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (29); large positive value in a highly unstable episode with low signal and a later extreme negative flux.
LD,12/28/24 2:30,25.54224,42.000299999999996,39.2051,0,9.305000000000007,0.544906,0,29,152.343,remove,large positive nighttime NEE (25.54); supported by positive immediate neighbors (42.00/39.21); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (29); positive value in a highly unstable episode with low signal and large sign reversals.
LD,12/28/24 3:00,39.2051,25.54224,-113.250908,0,9.865000000000009,0.547896,0,15,178.56,remove,large positive nighttime NEE (39.21); sign reversal in immediate neighbors (25.54/-113.25); belongs to a positive candidate episode of approximately 7 half-hours; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is very low (15); large positive value immediately precedes an extreme negative reversal; signal is very low.
LD,12/30/24 0:00,44.348102,5.985049999999999,-24.7747897,0,2.7250000000000227,0.728625,1,33,305.24,remove,very large positive nighttime NEE (44.35); sign reversal in immediate neighbors (5.99/-24.77); appears as a single threshold-exceeding event; signal strength is low (33); combined magnitude and context are more consistent with an artifact or unstable flux episode.
LD,12/30/24 3:30,12.042919999999999,1.2680900000000002,7.566974,0,2.556,0.579116,1,17,285.809,keep,modest positive nighttime NEE (12.04); immediate neighbors are below the review threshold (1.27/7.57); appears as a single threshold-exceeding event; signal strength is very low (17); threshold-level positive value with very low signal; magnitude is modest enough to be a CO2 release.
LD,12/30/24 22:00,16.0857,-4.8113,5.014377,0,1.3420000000000414,0.187148,1,13,194.173,keep,"moderate positive nighttime NEE (16.09); sign reversal in immediate neighbors (-4.81/5.01); appears as a single threshold-exceeding event; signal strength is very low (13); u*=0.187 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
MD,1/25/24 5:00,17.05343,0.16063000000000027,-11.21438,4.73368e-4,0.6590000000000487,0.0678837,1,68,354.69,keep,"moderate positive nighttime NEE (17.05); sign reversal in immediate neighbors (0.16/-11.21); appears as a single threshold-exceeding event; signal strength is acceptable (68); u*=0.068 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
MD,1/25/24 23:00,19.05477,-3.409155,22.74141,2.12029e-4,0.2810000000000059,0.529157,2,60,52.9689,remove,moderate positive nighttime NEE (19.05); sign reversal in immediate neighbors (-3.41/22.74); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is acceptable (60); QC flag 2 adds concern; two-point positive episode is embedded in a broader unstable period with a large negative excursion and QC 2.
MD,1/25/24 23:30,22.74141,19.05477,1.1710600000000007,4.77066e-4,0.382,0.523139,2,53,65.3033,remove,moderate positive nighttime NEE (22.74); immediate neighbors are below the review threshold (19.05/1.17); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is marginal (53); QC flag 2 adds concern; two-point positive episode is followed by unstable negative flux; QC 2 and moderate signal add concern.
MD,1/26/24 22:00,18.00482,9.2335,-0.57769,0.1388888888888889,1.72,0.147252,0,52,65.6973,keep,"moderate positive nighttime NEE (18.00); sign reversal in immediate neighbors (9.23/-0.58); appears as a single threshold-exceeding event; signal strength is marginal (52); u*=0.147 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
MD,1/27/24 1:30,22.15056,-1.560047,3.4603800000000002,0.1388888888888889,1.09,0.074346,1,46,155.754,keep,"moderate positive nighttime NEE (22.15); sign reversal in immediate neighbors (-1.56/3.46); appears as a single threshold-exceeding event; signal strength is marginal (46); u*=0.074 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
MD,1/28/24 5:00,16.74287,3.13665,19.344099999999997,0.083333333,1.65,0.293382,1,43,21.5779,remove,moderate positive nighttime NEE (16.74); immediate neighbors are below the review threshold (3.14/19.34); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is low (43); the evidence remains mixed.
MD,1/28/24 5:30,19.344099999999997,16.74287,-0.26597,0.083333333,1.65,0.270949,1,30,21.0502,remove,moderate positive nighttime NEE (19.34); sign reversal in immediate neighbors (16.74/-0.27); belongs to a positive candidate episode of approximately 2 half-hours; signal strength is low (30); combined magnitude and context are more consistent with an artifact or unstable flux episode.
MD,2/15/24 8:30,27.153047,-4.20988,-26.279,0.1388888888888889,-1.31,0.532327,1,45,170.942,remove,large positive nighttime NEE (27.15); isolated between negative neighbors (-4.21/-26.28); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is marginal (45); combined magnitude and context are more consistent with an artifact or unstable flux episode.
MD,2/15/24 9:30,14.666800000000002,-26.279,-15.0313,1.6944444444444444,-0.84,0.0711311,1,34,310.23,keep,"modest positive nighttime NEE (14.67); isolated between negative neighbors (-26.28/-15.03); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is low (34); u*=0.071 is at/below the provisional 0.19 review aid, so the selected U50 workflow should make the final turbulence screen; plot context is consistent enough with plausible nighttime respiration to retain provisionally."
MD,2/28/24 0:30,13.666799999999999,-57.122719,1.540131,0,14.143000000000029,0.610479,1,97,151.481,keep,modest positive nighttime NEE (13.67); sign reversal in immediate neighbors (-57.12/1.54); appears as a single threshold-exceeding event; signal strength is acceptable (97); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
MD,2/28/24 6:00,26.706220000000002,-172.8117,10.67632,0,-1.611,0.892869,1,48,326.944,remove,large positive nighttime NEE (26.71); sign reversal in immediate neighbors (-172.81/10.68); appears as a single threshold-exceeding event; the six-hour plot contains 1 flux value(s) with |NEE| > 80; signal strength is marginal (48); combined magnitude and context are more consistent with an artifact or unstable flux episode.
MD,3/5/24 0:30,17.488879999999998,0.14315500000000003,12.45604,0,15.326999999999998,0.253385,1,79,303.469,keep,moderate positive nighttime NEE (17.49); immediate neighbors are below the review threshold (0.14/12.46); belongs to a positive candidate episode of approximately 3 half-hours; signal strength is acceptable (79); plot context is consistent enough with plausible nighttime respiration to retain provisionally.
